Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"CS Quilodrán, B Nussberger, JI Montoya-Burgos…","Hybridization and introgression during density-dependent range expansion",2019,"Evolution","JSTOR","https://www.jstor.org/stable/48577305","",102,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,4,3,"… Hybridization has been shown to have the potential to facilitate biological invasions and … could exhibit adaptation during a range shift induced by climate change, in which individuals …","","https://scholar.google.com/scholar?q=related:GDmi7CW-SWoJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
9,"JO Engler, J Secondi, DA Dawson, O Elle…","Range expansion and retraction along a moving contact zone has no effect on the genetic diversity of two passerine birds",2016,"Ecography","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.01520","https://scholar.google.com/scholar?cites=6783857211267751919&as_sdt=2005&sciodt=0,5&hl=en",103,"2022-05-30 20:18:07","","10.1111/ecog.01520","","",,,,,9,1.50,2,5,6,"… Second, over a longer evolutionary timescale, hybridization … , may be common in some insect taxa, but cannot be transferred to … Under a scenario of rapid climate change, species with a …","https://www.uni-trier.de/fileadmin/fb6/prof/BIO/Hochkirch/Engler_et_al._2015_Ecography.pdf","https://scholar.google.com/scholar?q=related:7x-W9DAaJV4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"D Takahashi, T Teramine, S Sakaguchi…","Genetic data reveals a complex history of multiple admixture events in presently allopatric wild gingers (Asarum spp.) showing intertaxonomic clinal variation in calyx …",2019,"Molecular phylogenetics …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1055790318307978","https://scholar.google.com/scholar?cites=9942488753786166772&as_sdt=2005&sciodt=0,5&hl=en",104,"2022-05-30 20:18:07","","","","",,,,,1,0.33,0,4,3,"… bridge and the geographic range shift to refugia would have … sakawanum is derived from hybridization of the two parental … of refugia due to climate change could provide opportunities …","https://www.sciencedirect.com/science/article/am/pii/S1055790318307978","https://scholar.google.com/scholar?q=related:9J29ENjQ-okJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
5,"M Grecequet, JJ Hellmann, J DeWaard, Y Li","Comparison of Human and Non-human Migration Governance Under Climate Change",2019,"… Climates and Accountable …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-97400-2_9","https://scholar.google.com/scholar?cites=803317353295182749&as_sdt=2005&sciodt=0,5&hl=en",105,"2022-05-30 20:18:07","","10.1007/978-3-319-97400-2_9","","",,,,,5,1.67,1,4,3,"… Where species come into contact with one another and hybridize, it is also possible to measure the rate of migration. A recent study suggests that two species of hybridizing butterfly, for …","https://www.researchgate.net/profile/Martina-Havlikova-Grecequet/publication/327892468_Comparison_of_Human_and_Non-human_Migration_Governance_Under_Climate_Change/links/5dc5c5de299bf1a47b241ee3/Comparison-of-Human-and-Non-human-Migration-Governance-Under-Climate-Change.pdf","https://scholar.google.com/scholar?q=related:nfsQbeD0JQsJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
2,"SS Ratnayake, CS Kariyawasam, L Kumar…","Potential distribution of crop wild relatives under climate change in Sri Lanka: implications for conservation of agricultural biodiversity",2021,"Current Research in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666049021000682","https://scholar.google.com/scholar?cites=2413067992625111206&as_sdt=2005&sciodt=0,5&hl=en",106,"2022-05-30 20:18:07","HTML","","","",,,,,2,2.00,1,4,1,"… Agriculture and food security are likely to be threatened in the future by the spread of crop pests and pathogens in the future as these biotic agents are predicted to change their potential …","https://www.sciencedirect.com/science/article/pii/S2666049021000682","https://scholar.google.com/scholar?q=related:puBI543wfCEJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"EL Linklater","Population Genetic Differentiation and Hybridization in the Glaucous Gull (Larus hyperboreus)",2021,"","search.proquest.com","https://search.proquest.com/openview/309346f0fbc88bc731aab26a1f37a413/1?pq-origsite=gscholar&cbl=18750&diss=y","",107,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… Climate change poses a significant threat to the future of … species – and assesses hybridization between Glaucous Gulls and … A northward range shift could bring more American Herring …","","https://scholar.google.com/scholar?q=related:S3Gqy_qGhZgJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"Z Chen, L Grossfurthner, JL Loxterman…","Applying genomics in assisted migration under climate change: Framework, empirical applications, and case studies",2022,"Evolutionary …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.13335","https://scholar.google.com/scholar?cites=3315754471141053979&as_sdt=2005&sciodt=0,5&hl=en",108,"2022-05-30 20:18:07","","10.1111/eva.13335","","",,,,,1,1.00,0,4,1,"… genomics in AM related to climate change across taxa of plants, … the negative impact of climate change on non-model species … of subspecies, polyploidy and hybridization over a large …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/eva.13335","https://scholar.google.com/scholar?q=related:G5bGth_tAy4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
55,"SL Chown, P Convey","Antarctic entomology",2016,"Annual review of entomology","annualreviews.org","https://www.annualreviews.org/doi/abs/10.1146/annurev-ento-010715-023537","https://scholar.google.com/scholar?cites=941935863235595234&as_sdt=2005&sciodt=0,5&hl=en",109,"2022-05-30 20:18:07","","10.1146/annurev-ento-010715-023537","","",,,,,55,9.17,28,2,6,"… A further illustration of the negative nature of the climate change–… Direct impacts on indigenous insects by other insects … consequences of climate change for indigenous insect faunas. …","https://www.annualreviews.org/doi/full/10.1146/annurev-ento-010715-023537","https://scholar.google.com/scholar?q=related:4stbUa1tEg0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"J Höglund, A Laurila, P Rödin-Mörch","Population genomics and wildlife adaptation in the face of climate change",2019,"Population Genomics: Wildlife","Springer","https://link.springer.com/chapter/10.1007/13836_2019_69","https://scholar.google.com/scholar?cites=8724730271222827275&as_sdt=2005&sciodt=0,5&hl=en",110,"2022-05-30 20:18:07","","10.1007/13836_2019_69","","",,,,,1,0.33,0,3,3,"… One of the worst threats facing wildlife populations worldwide is climate change. Average … While still in their infancy, genomic studies of consequences of climate change provide …","","https://scholar.google.com/scholar?q=related:C4lVwfR3FHkJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
83,"CA Searcy, HB Shaffer","Do ecological niche models accurately identify climatic determinants of species ranges?",2016,"The American Naturalist","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/685387","https://scholar.google.com/scholar?cites=16054512872610622323&as_sdt=2005&sciodt=0,5&hl=en",111,"2022-05-30 20:18:07","","10.1086/685387","","",,,,,83,13.83,42,2,6,"… a reasonable level of range shift potential for the species over … best estimate of the effects of climate change on CTS, given that … Climate change thus may promote the persistence and …","https://scholar.archive.org/work/uxcilayqvvhndptrpfh6d65ac4/access/wayback/http://pdfs.semanticscholar.org/bf3b/5bce16d6d1e5b26f714ca65d113f01dc8c33.pdf","https://scholar.google.com/scholar?q=related:c2vkrWUWzd4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
7,"CA López-Sánchez, F Castedo-Dorado…","Distribution of Eucalyptus globulus Labill. in northern Spain: Contemporary cover, suitable habitat and potential expansion under climate change",2021,"Forest Ecology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378112720314924","https://scholar.google.com/scholar?cites=6555233096783997431&as_sdt=2005&sciodt=0,5&hl=en",112,"2022-05-30 20:18:07","","","","",,,,,7,7.00,2,3,1,"… of these plantations under climate change. The findings showed that the … species distribution for two climate change scenarios, species distribution … Cold acclimation in eucalypt hybrids …","","https://scholar.google.com/scholar?q=related:96mxOcXd-FoJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
2,"A Brecka","Past and future impacts of climate change on boreal forest timber supply",2018,"","knowledgecommons.lakeheadu.ca","http://knowledgecommons.lakeheadu.ca/handle/2453/4299","https://scholar.google.com/scholar?cites=8063826698740886274&as_sdt=2005&sciodt=0,5&hl=en",113,"2022-05-30 20:18:07","","","","",,,,,2,0.50,2,1,4,"… how harvesting is impacted by fire, drought and insects. Top graphs (a) show the 4% … climate change and timber supply associated ecological processes including biome shift, range shift…","https://knowledgecommons.lakeheadu.ca/bitstream/handle/2453/4299/BreckaA2018m-1a.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:AuvClKh36G8J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"E Lachance Linklater","Population genetic differentiation and hybridization in the Glaucous Gull (Larus hyperboreus)",,"qspace.library.queensu.ca","","https://qspace.library.queensu.ca/handle/1974/28660","",114,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,,"… Climate change poses a significant threat to the future of … species – and assesses hybridization between Glaucous Gulls and … A northward range shift could bring more American Herring …","https://qspace.library.queensu.ca/bitstream/handle/1974/28660/LachanceLinklater_Emma_M_202101_MSc.pdf?sequence=2","https://scholar.google.com/scholar?q=related:HLOn-nbEpr8J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"LR Peach","Does Drought Response Change with Parental Ancestry Across a White Pine Hybrid Zone?",2021,"","search.proquest.com","https://search.proquest.com/openview/297423555d6d089c9a7c399fa9e18c2d/1?pq-origsite=gscholar&cbl=18750&diss=y","",115,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… how hybrids will fare under a northward range shift, it is … is a likely consequence of climate change in the Southwest, … vulnerable to pest invasion, evaluate the effects of hybridization on a …","","https://scholar.google.com/scholar?q=related:9yetKWwO704J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"MA McQuillan","Ecological Causes and Evolutionary Consequences of Natural Hybridization in Chickadees",2018,"","search.proquest.com","https://search.proquest.com/openview/b8df7c61806ee3e0940c7bba59e0a6b4/1?pq-origsite=gscholar&cbl=18750&diss=y","",116,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,4,"… causing these two species to come into contact and hybridize in the first place, and may … ongoing climate change and the northward movement of the chickadee hybrid zone. …","","https://scholar.google.com/scholar?q=related:tMFYUcXWZzAJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
6,"T Beebee","Climate change and British wildlife",2018,"","Bloomsbury Publishing","","https://scholar.google.com/scholar?cites=15760215576640379424&as_sdt=2005&sciodt=0,5&hl=en",117,"2022-05-30 20:18:07","CITATION","","","",,,,,6,1.50,6,1,4,"","","https://scholar.google.com/scholar?q=related:IFo61ZCIt9oJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"PK Dalal, R Arora","… parameters of Helicoverpa armigera (Hübner)(Lepidoptera: Noctuidae) on tomato crop under alternating temperature regimes: implications for pest monitoring in sub …",2021,"International Journal of Tropical Insect Science","Springer","https://link.springer.com/article/10.1007/s42690-021-00467-x","",118,"2022-05-30 20:18:07","","10.1007/s42690-021-00467-x","","",,,,,0,0.00,0,2,1,"… pest phenology and population growth of insect can only be made when temperature dependent life table studies of an insect … R, Patil SA (eds) Climate change and management of cool …","","https://scholar.google.com/scholar?q=related:_LYY51KqOHEJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
5,"JI Grant, WO Lamp","Cold Tolerance of Megacopta cribraria (Hemiptera: Plataspidae): An Invasive Pest of Soybeans",2017,"Environmental entomology","academic.oup.com","https://academic.oup.com/ee/article-abstract/46/6/1406/4210698","https://scholar.google.com/scholar?cites=12416378067701759448&as_sdt=2005&sciodt=0,5&hl=en",119,"2022-05-30 20:18:07","","","","",,,,,5,1.00,3,2,5,"… Climate change will also affect the realized distributions of insects bound by cold tolerance. … , thus host plant availability would not limit the range shift. The northern most reaches of the …","https://projects.sare.org/wp-content/uploads/GrantLamp-KB-cold-tolerance.pdf","https://scholar.google.com/scholar?q=related:2H1QWhHWT6wJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"EA Heinrichs, R Muniappan","IPM for food and environmental security in the Tropics",2016,"Integrated Pest Management of Tropical …","Springer","https://link.springer.com/chapter/10.1007/978-94-024-0924-6_1","https://scholar.google.com/scholar?cites=9508162663458526312&as_sdt=2005&sciodt=0,5&hl=en",120,"2022-05-30 20:18:07","","10.1007/978-94-024-0924-6_1","","",,,,,1,0.17,1,2,6,"… investments in research and infrastructure, as well as increasing water scarcity, land degradation, climate change and biotic stresses (insect pests, weeds, pathogens and vertebrates). …","","https://scholar.google.com/scholar?q=related:aNQT5pDH84MJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"T Steadman","Sustaining High Elevation Five-Needle Pines in the Southwestern United States: A Practical Management Perspective",2018,"","nau.edu","https://nau.edu/wp-content/uploads/sites/140/2018.TaraSteadman.SustainingHighElevationFiveNeedlePines.pdf","",121,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,4,"… Climate change is increasing fire frequency and intensity as … Future understanding of the implications of the hybridization … Stand structure is a well-known driver of host vigor and insect …","https://nau.edu/wp-content/uploads/sites/140/2018.TaraSteadman.SustainingHighElevationFiveNeedlePines.pdf","https://scholar.google.com/scholar?q=related:QY39rtxE998J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
